record_id,title,creator,released,year_set,horizon,release_decade,medium,genre,is_series,multiyears,predictions
hoar_good_2011,A Good Man Goes to War,Peter Hoar,2011,4037,2026,2010,prose fiction,NA,NA,NA,NA
araki_guilty_2011,Guilty Crown,Tetsurō Araki,2011,2039,28,2010,television,action anime and manga,NA,"2029, 2039",NA
niccol_in_2011,In Time,Andrew Niccol,2011,2169,158,2010,film,action,NA,NA,NA
kodama_7th_2011,7th Dragon 2020,Rieko Kodama,2011,2020,9,2010,video game,role-playing video game,NA,NA,"Dragons invade Tokyo. The sequel, 7th Dragon 2020-II takes place in 2021."
arts_battlefield_2011,Battlefield 3,Electronic Arts,2011,2014,3,2010,video game,first-person shooter,Q474587,NA,"Takes place during the ""War of 2014"" in the Iran-Iraq area."
publishing_call_2011,Call of Duty: Modern Warfare 3,Activision Publishing,2011,2016,5,2010,video game,first-person shooter,Q192156,2016-2017,"Depicts World War III between the Russians and NATO, with fierce battles taking place in India, New York, France, Germany, the United Arab Emirates, and a Russian-occupied Czech Republic."""
publishing_call_2011,Call of Duty: Modern Warfare 3 – Defiance,Activision Publishing,2011,2016,5,2010,video game,first-person shooter,Q192156,NA,"Russia, embroiled in World War III with NATO, invades Alaska, Nevada, and Maryland."""
_code_2011,Code 18,NA,2011,2018,7,2010,video game,science fiction,NA,NA,"By 2018, personal jet packs and time travel are routine."""
yerli_crysis_2011,Crysis 2,Cevat Yerli,2011,2023,12,2010,video game,first-person shooter,NA,NA,Takes place three years after New York City was destroyed in the events of the first game.
tamsoft_senran_2011,Senran Kagura,Tamsoft; Marvelous; Meteorise; Honey Parade Games,2011,2020,9,2010,video game,action,NA,NA,Female ninjas are commonplace and fight off evil.
games_f.e.a.r._2011,F.E.A.R. 3,Warner Bros. Games,2011,2025,14,2010,video game,first-person shooter,Q2620856,NA,NA
ubisoft_anno_2011,Anno 2070,Ubisoft,2011,2070,59,2010,video game,city-building,NA,NA,NA
love_don't_2011,"Don't Take It Personally, Babe, It Just Ain't Your Story",Christine Love,2011,2027,16,2010,video game,visual novel,NA,NA,NA
lau_barbie_2011,Barbie: A Fairy Secret,William Lau,2011,2012,1,2010,film,fantasy,NA,NA,NA
santostefano_cinderella_2011,A Cinderella Story: Once Upon a Song,Damon Santostefano,2011,2012,1,2010,film,teen,NA,NA,NA
norton_barbie_2011,Barbie: Princess Charm School,Ezekiel Norton,2011,2012,1,2010,film,fantasy,NA,NA,NA
lyon_zombie_2011,Zombie Apocalypse,Nick Lyon,2011,2012,1,2010,film,zombie,NA,NA,NA
lee_underworld_2011,Underworld: Endless War,Juno John Lee,2011,2012,1,2010,film,thriller,NA,NA,NA
nicholson_famine_2011,Famine,Ryan Nicholson,2011,2012,1,2010,film,horror,NA,NA,NA
itv_marchlands_2011,Marchlands,ITV plc,2011,2012,1,2010,television,drama,NA,NA,NA
johansson_atlas_2011,Atlas Shrugged: Part I,Paul Johansson,2011,2016,5,2010,film,science fiction,NA,NA,NA
corey_leviathan_2011,Leviathan Wakes,James S. A. Corey,2011,2350,339,2010,prose fiction,space opera,Q19610143,NA,NA
richards_outcasts_2011,Outcasts,Ben Richards,2011,2060,49,2010,television,science fiction,NA,NA,NA
thq_red_2011,Red Faction: Armageddon,THQ,2011,2175,164,2010,video game,third-person shooter,NA,NA,NA
mosolov_starsector_2011,Starsector,Alexander Mosolov,2011,3126,1115,2010,video game,action-adventure,NA,NA,NA
geographic_evacuate_2012,Evacuate Earth,National Geographic,2012,2600,588,2010,film,documentary,NA,NA,NA
metzstein_dinosaurs_2012,Dinosaurs on a Spaceship,Saul Metzstein,2012,2367,355,2010,prose fiction,NA,NA,NA,NA
hendler_halo_2012,Halo 4: Forward Unto Dawn,Stewart Hendler,2012,2526,514,2010,film,action,Q1747150,NA,NA
murakawa_star_2012,Star Blazers 2199,Michio Murakawa,2012,2199,187,2010,television,adventure anime,Q107426372,NA,NA
abrams_fringe_2012,"Fringe, season 5",J.J. Abrams,2012,2036,24,2010,television,NA,NA,NA,NA
ross_hunger_2012,The Hunger Games,Gary Ross,2012,2092,80,2010,film,science fiction,Q11885031,NA,NA
ubisoft_tom_2012,Tom Clancy's Ghost Recon: Future Soldier,Ubisoft,2012,2024,12,2010,video game,first-person shooter,Q19396864,NA,NA
travis_dredd_2012,Dredd,Pete Travis,2012,2134,122,2010,film,science fiction,Q85772276,NA,NA
wachowski_cloud_2012,Cloud Atlas,Tom Tykwer; Lana Wachowski; Lilly Wachowski,2012,2321,309,2010,film,science fiction,NA,"1849, 1936, 1973, 2012, 2144, 2321",NA
matsuyama_hack_2012,.hack//The Movie,Hiroshi Matsuyama,2012,2024,12,2010,film,adventure,NA,NA,NA
nicktoons_bravest_2012,Bravest Warriors,Nicktoons,2012,3085,1073,2010,television,black comedy,NA,NA,NA
johnson_looper_2012,Looper,Rian Johnson,2012,2044,32,2010,film,science fiction,NA,2044-2074,NA
hamilton_great_2012,Great North Road,Peter F. Hamilton,2012,2142,130,2010,prose fiction,science fiction,NA,NA,NA
fus_ava's_2012,Ava's Demon,Michelle Fus,2012,3031,1019,2010,comics,adventure,NA,NA,NA
wiseman_total_2012,Total Recall,Len Wiseman,2012,2112,100,2010,film,action,NA,NA,NA
chappelle_letters_2012,"""Letters of Transit"" (from Fringe)",Joe Chappelle,2012,2015,3,2010,television,tv series episode,Q3815,NA,"Although most of the episode takes place in 2036, there is mention of a 2015 when the Observers took over the planet and initiated a purge of the populace."
barry_continuum_2012,Continuum,Simon Barry,2012,2077,65,2010,prose fiction,science fiction,NA,NA,NA
amino_macross_2012,Macross FB 7: Ore no Uta o Kike!,Tetsurō Amino,2012,2059,47,2010,film,NA,NA,NA,NA
love_analogue_2012,Analogue: A Hate Story,Christine Love,2012,2400,388,2010,prose fiction,visual novel,NA,NA,NA
mårlind_underworld_2012,Underworld: Awakening,Måns Mårlind,2012,2024,12,2010,film,action,NA,NA,NA
_star_2012,Star Trek: The Next Generation / Dr. Who: Assimilation²,NA,2012,2368,356,2010,prose fiction,crossover fiction,Q1092,NA,NA
szwarc_transilience_2012,Transilience Thought Unifier Model-11,Jeannot Szwarc,2012,2036,24,2010,prose fiction,mystery,NA,NA,NA
vuorensola_iron_2012,Iron Sky,Timo Vuorensola,2012,2018,6,2010,film,action,NA,NA,Takes place during the administration of a Sarah Palin-like US president; Nazis have been hiding out on the Moon.[57]
leger_lockout_2012,Lockout,James Mather; Stephen Saint Leger,2012,2079,67,2010,film,science fiction,NA,NA,NA
scott_prometheus_2012,Prometheus,Ridley Scott,2012,2093,81,2010,film,science fiction,NA,"2089, 2093",NA
morgan_syndicate_2012,Syndicate,Richard K. Morgan,2012,2069,57,2010,video game,first-person shooter,NA,NA,NA
takeuchi_mass_2012,Mass Effect: Paragon Lost,Atsushi Takeuchi,2012,2183,171,2010,film,action,NA,NA,NA
scafaria_seeking_2012,Seeking a Friend for the End of the World,Lorene Scafaria,2012,2021,9,2010,film,science fiction,NA,NA,"An asteroid collides with Earth. The date of the final published newspaper is ""March 21, 2021""."
5pb_robotics_2012,Robotics;Notes,5pb. Inc.,2012,2019,7,2010,video game,science fiction anime and manga,NA,NA,Visual novel about a boy trying to construct a mecha.
anno_evangelion_2012,Evangelion: 3.0 You Can Redo,Hideaki Anno,2012,2029,17,2010,film,science fiction anime and manga,Q66834583,NA,NA
bradley_red_2012,Red Dawn,Dan Bradley,2012,2040,28,2010,film,war,NA,NA,NA
level-5_time_2012,Time Travelers,Level-5,2012,2031,19,2010,video game,interactive film,NA,NA,NA
goyer_call_2012,Call of Duty: Black Ops II,David S. Goyer,2012,2025,13,2010,video game,first-person shooter,Q192156,NA,NA
studios_hybrid_2012,Hybrid,Xbox Game Studios,2012,2032,20,2010,video game,third-person shooter,NA,NA,NA
robinson_2312_2012,2312,Kim Stanley Robinson,2012,2312,300,2010,prose fiction,science fiction,NA,NA,NA
webb_amazing_2012,The Amazing Spider-Man,Marc Webb,2012,2013,1,2010,film,action,NA,NA,NA
moss_bad_2012,Bad Ass,Craig Moss,2012,2013,1,2010,film,action,NA,NA,NA
neo_ah_2012,Ah Boys to Men,Jack Neo,2012,2013,1,2010,film,comedy drama,NA,NA,NA
dulerayn_branded_2012,Branded,Aleksandr Dulerayn,2012,2017,5,2010,film,science fiction,NA,NA,NA
sakamoto_kamen_2012,Kamen Rider × Kamen Rider Wizard & Fourze: Movie War Ultimatum,Koichi Sakamoto,2012,2017,5,2010,film,crossover fiction,NA,NA,NA
carter_thirst_2012,Thirst,Robert Carter,2012,2017,5,2010,film,drama,NA,NA,NA
khan_red_2012,Red Jihad,Sami Ahmad Khan,2012,2014,2,2010,prose fiction,conspirary,NA,NA,NA
keen_miner_2012,Miner Wars 2081,Keen Software House,2012,2081,69,2010,video game,first-person shooter,NA,NA,NA
reynolds_blue_2012,Blue Remembered Earth,Alastair Reynolds,2012,2160,148,2010,prose fiction,science fiction,NA,NA,NA
chu_g.i._2013,G.I. Joe: Retaliation,Jon M. Chu,2013,2024,11,2010,film,action,NA,NA,NA
toro_pacific_2013,Pacific Rim,Guillermo del Toro,2013,2025,12,2010,film,superhero,NA,NA,"In 2013, a rift to another dimension unleashes gigantic creatures onto the Earth, which humans fight with mechas. Whether this film qualifies as a prediction or alternate future depends whether the rift opens before or after July 2013."
wyman_almost_2013,Almost Human,J. H. Wyman,2013,2040,27,2010,television,police procedural,NA,NA,NA
umetsu_galilei_2013,Galilei Donna,Yasuomi Umetsu,2013,2061,48,2010,television,science fiction anime and manga,NA,NA,NA
munroe_time_2013,Time,Randall Munroe,2013,13000,10987,2010,prose fiction,NA,NA,NA,NA
christian_stranded_2013,Stranded,Roger Christian,2013,2027,14,2010,film,horror,NA,NA,NA
hoffman_a.r.k._2013,The A.R.K. Report,Shmuel Hoffman,2013,2063,50,2010,film,science fiction,NA,NA,NA
tachibana_blazblue_2013,BlazBlue Alter Memory,Hideki Tachibana,2013,2199,186,2010,television,action anime and manga,NA,NA,NA
netflix_tenkai_2013,Tenkai Knights,Netflix,2013,2034,21,2010,television,action anime and manga,NA,NA,NA
reynolds_on_2013,On the Steel Breeze,Alastair Reynolds,2013,2300,287,2010,prose fiction,science fiction,NA,NA,NA
twohy_riddick_2013,Riddick,David Twohy,2013,2592,579,2010,film,science fiction,NA,NA,NA
schroeder_gemini_2013,Gemini Rising,Dana Schroeder,2013,2023,10,2010,film,action thriller,NA,NA,NA
o'bannon_defiance_2013,Defiance,Rockne S. O'Bannon,2013,2046,33,2010,prose fiction,science fiction,NA,NA,NA
robinson_last_2013,The Last Days on Mars,Ruairí Robinson,2013,2040,27,2010,film,science fiction,NA,NA,NA
renfroe_colony_2013,The Colony,Jeff Renfroe,2013,2045,32,2010,film,science fiction,NA,NA,NA
folman_congress_2013,The Congress,Ari Folman,2013,2050,37,2010,film,drama,NA,NA,NA
bolognesi_rio_2013,Rio 2096: A Story of Love and Fury,Luiz Bolognesi,2013,2096,83,2010,film,romance,NA,NA,NA
yū_aruvu_2013,Aruvu Rezuru: Kikaijikake no Yōseitachi,Yamaguchi Yū,2013,2022,9,2010,prose fiction,science fiction anime and manga,NA,NA,NA
straczynski_terminator_2013,Terminator Salvation: The Final Battle,J. Michael Straczynski,2013,2029,16,2010,prose fiction,NA,NA,NA,NA
glukhovsky_metro_2013,Metro: Last Light,Dmitry Glukhovsky,2013,2034,21,2010,video game,first-person shooter,NA,NA,NA
lennon_hell_2013,Hell Baby,Ben Garant; Thomas Lennon,2013,2022,9,2010,film,comedy horror,NA,NA,NA
lawrence_hunger_2013,The Hunger Games: Catching Fire,Francis Lawrence,2013,2093,80,2010,film,science fiction,Q11885031,NA,NA
agarwal_savita_2013,Savita Bhabhi,Puneet Agarwal,2013,2070,57,2010,film,erotic film,NA,NA,NA
snegoff_robotech_2013,Robotech: Love Live Alive,Gregory Snegoff,2013,2044,31,2010,film,mecha,NA,NA,NA
callow_odyssey_2013,Odyssey 2050,Bruce Callow,2013,2050,37,2010,film,NA,NA,NA,NA
aramaki_space_2013,Space Pirate Captain Harlock,Shinji Aramaki,2013,2977,964,2010,film,science fiction,NA,NA,NA
_private_2013,The Private Eye,NA,2013,2076,63,2010,prose fiction,NA,NA,NA,NA
kirkland_kid_2013,The Kid Is All Right,Mark Kirkland,2013,2056,43,2010,television,animated sitcom,NA,NA,NA
mauricio_hiroku_2013,Hiroku: Defenders of Gaia,Manuel González Mauricio,2013,2122,109,2010,film,NA,NA,NA,NA
shyamalan_after_2013,After Earth,M. Night Shyamalan,2013,3071,1058,2010,film,action,NA,"2100, 3071",NA
abrams_star_2013,Star Trek Into Darkness,J. J. Abrams,2013,2259,246,2010,film,science fiction,Q1092,NA,NA
hood_ender's_2013,Ender's Game,Gavin Hood,2013,2198,185,2010,film,action,NA,2195-2201,NA
joon-ho_snowpiercer_2013,Snowpiercer,Bong Joon-ho,2013,2031,18,2010,film,thriller,NA,NA,NA
kosinski_oblivion_2013,Oblivion,Joseph Kosinski,2013,2077,64,2010,film,science fiction,NA,NA,NA
demonaco_purge_2013,The Purge,James DeMonaco,2013,2022,9,2010,film,horror,NA,2014-2022,NA
jonze_her_2013,Her,Spike Jonze,2013,2025,12,2010,film,science fiction,NA,NA,NA
blomkamp_elysium_2013,Elysium,Neill Blomkamp,2013,2154,141,2010,film,thriller,NA,NA,NA
arts_battlefield_2013,Battlefield 4,Electronic Arts,2013,2020,7,2010,video game,first-person shooter,Q474587,NA,"Takes place during the fictional War of 2020"" between the United States, China, and Russia."""
publishing_call_2013,Call of Duty: Ghosts,Activision Publishing,2013,2016,3,2010,video game,first-person shooter,Q192156,"2015-2017, 2027","Predicts Latin America unifying into a single superstate called the ""Federation of the Americas"" and launching an invasion of the United States with the goal of occupying and annexing it. Also kinetic weapons in space are a reality by 2017."
publishing_call_2013,Call of Duty: Strike Team,Activision Publishing,2013,2020,7,2010,video game,first-person shooter,Q192156,NA,"The game is set during the _Black Ops_ story arc. It depicts a false flag operation by mercenary forces under the disguise of Russian spetnatz in Alaska, the War in Afghanistan ""War in Afghanistan (2001–present)"") still ongoing and the start of a Second Cold War between the US and a coalition led by China called SDC."""
inaba_metal_2013,Metal Gear Rising: Revengeance,Atsushi Inaba,2013,2018,5,2010,video game,action,Q216655,NA,"Set in the same war-torn future as _Guns of the Patriots_. Cyborgs are now commonplace despite being discriminated, most of skyscrapers in Denver are more than 1 km high, holograms are commonplace, prototyping is done with virtual simulation and real AI was developed."
silver_saints_2013,Saints Row IV,Deep Silver,2013,2020,7,2010,video game,action-adventure,NA,NA,"Earth is invaded and subsequently destroyed by aliens. A small number of survivors, including the President of the United States, are abducted and placed in a virtual world."""
cuarón_gravity_2013,Gravity,Alfonso Cuarón,2013,2015,2,2010,film,drama,NA,NA,NA
snyder_man_2013,Man of Steel,Zack Snyder,2013,2014,1,2010,film,action,NA,NA,NA
rogen_this_2013,This Is The End,Seth Rogen,2013,2027,14,2010,film,fantasy,NA,2027-2028,NA
hilditch_these_2013,These Final Hours,Zak Hilditch,2013,2015,2,2010,film,thriller,NA,NA,NA
capcom_remember_2013,Remember Me,Capcom,2013,2084,71,2010,video game,action-adventure,NA,NA,NA
shannon_bone_2013,The Bone Season,Samantha Shannon,2013,2059,46,2010,prose fiction,dystopian,NA,NA,NA
publisher_earth_2013,Earth Defense Force 2025,D3 Publisher,2013,2025,12,2010,video game,third-person shooter,NA,NA,NA
enix_deus_2013,Deus Ex: The Fall,Square Enix,2013,2027,14,2010,video game,action,NA,NA,NA
emmerich_white_2013,White House Down,Roland Emmerich,2013,2014,1,2010,film,action,NA,NA,NA
jones_amityville_2013,The Amityville Asylum,Andrew Jones,2013,2014,1,2010,film,horror,NA,NA,NA
sato_gatchaman_2013,Gatchaman,Toya Sato,2013,2015,2,2010,film,science fiction,NA,NA,NA
mottola_clear_2013,Clear History,Greg Mottola,2013,2016,3,2010,film,comedy,NA,NA,NA
reiné_death_2013,Death Race 3: Inferno,Roel Reiné,2013,2020,7,2010,film,action,NA,NA,NA
ishidate_straight_2013,Straight Title Robot Anime,"Kōtarō Ishidate, Toru Nakano",2013,9013,7000,2010,television,comedy anime and manga,NA,NA,NA
pfister_transcendence_2014,Transcendence,Wally Pfister,2014,2021,7,2010,film,science fiction,NA,NA,NA
reeves_dawn_2014,Dawn of the Planet of the Apes,Matt Reeves,2014,2026,12,2010,film,science fiction,Q731663,NA,NA
hall_big_2014,Big Hero 6,Chris Williams; Don Hall,2014,2032,18,2010,film,computer-animated,NA,NA,NA
smith_penguins_2014,Penguins of Madagascar,Eric Darnell; Simon J. Smith,2014,2022,8,2010,film,comedy,NA,NA,NA
volpe_jla_2014,JLA Adventures: Trapped in Time,Giancarlo Volpe,2014,3000,986,2010,film,action,NA,NA,NA
howard_breaking_2014,Breaking Dad,Paul Howard,2014,2022,8,2010,prose fiction,NA,NA,NA,NA
weir_martian_2014,The Martian,Andy Weir,2014,2035,21,2010,prose fiction,science fiction,NA,NA,NA
peixin_adventures_2014,The Adventures of Sinbad 2,Gu Peixin,2014,2800,786,2010,film,comedy,NA,NA,NA
aramaki_appleseed_2014,Appleseed Alpha,Shinji Aramaki,2014,2100,86,2010,film,war,NA,NA,NA
gossett_prelude_2014,Prelude to Axanar,Christian Gossett,2014,2245,231,2010,film,science fiction,NA,NA,NA
anderson_simpsorama_2014,Simpsorama,Bob Anderson,2014,3014,1000,2010,prose fiction,crossover fiction,NA,NA,NA
wilmshurst_kill_2014,Kill the Moon,Paul Wilmshurst,2014,2049,35,2010,prose fiction,NA,NA,NA,NA
kaosayananda_tekken_2014,Tekken 2: Kazuya's Revenge,Wych Kaosayananda,2014,2039,25,2010,film,action,NA,NA,NA
steam_consortium_2014,Consortium,Steam; GOG.com; Humble Store,2014,2042,28,2010,video game,first-person shooter,NA,NA,NA
mcdevitt_coming_2014,Coming Home,Jack McDevitt,2014,11000,8986,2010,prose fiction,novel,NA,NA,NA
raisani_outpost_2014,Outpost 37,Jabbar Raisani,2014,2033,19,2010,film,science fiction,NA,NA,NA
cruz-alviar_past_2014,Past Tense,Mae Czarina Cruz-Alviar,2014,2030,16,2010,film,NA,NA,NA,NA
lawrence_hunger_2014,The Hunger Games: Mockingjay – Part 1,Francis Lawrence,2014,2093,79,2010,film,science fiction,Q11885031,NA,NA
bay_transformers_2014,Transformers: Age of Extinction,Michael Bay,2014,2017,3,2010,film,science fiction,NA,NA,NA
roberson_aliens_2014,Aliens: Fire and Stone,Chris Roberson,2014,2179,165,2010,comics,NA,Q26996109,NA,NA
netflix_zyuden_2014,Zyuden Sentai Kyoryuger Returns: Hundred Years After,Netflix,2014,2114,100,2010,film,NA,NA,NA,NA
liman_edge_2014,Edge of Tomorrow,Doug Liman,2014,2020,6,2010,film,science fiction,NA,NA,"The United Defense Force (UDF), a global military alliance established to combat an alien invasion of Continental Europe, finally achieves a victory over the Mimics at Verdun using newly developed mech-suits."
motohiro_psycho-pass_2014,Psycho-Pass,Naoyoshi Shiotani; Katsuyuki Motohiro,2014,2113,99,2010,television,cyberpunk,NA,NA,NA
nolan_interstellar_2014,Interstellar,Christopher Nolan,2014,2067,53,2010,film,science fiction,NA,NA,NA
delamarre_brick_2014,Brick Mansions,Camille Delamarre,2014,2018,4,2010,film,crime,NA,NA,A district of Detroit is sealed off to protect the city from criminals. Same director and concept as District 13.[18]
ibáñez_autómata_2014,Autómata,Gabe Ibáñez,2014,2044,30,2010,film,science fiction,NA,NA,NA
noyce_giver_2014,The Giver,Phillip Noyce,2014,2040,26,2010,film,science fiction,NA,NA,NA
demonaco_purge_2014,The Purge: Anarchy,James DeMonaco,2014,2023,9,2010,film,horror,NA,NA,NA
atkins_android_2014,Android Cop,Mark Atkins,2014,2045,31,2010,film,action,NA,NA,NA
games_call_2014,Call of Duty: Advanced Warfare,Activision Publishing; Sledgehammer Games,2014,2059,45,2010,video game,first-person shooter,Q192156,2054-2061,NA
mitchell_bone_2014,The Bone Clocks,David Mitchell,2014,2043,29,2010,prose fiction,science fiction,NA,"1984, 1991, 2004, 2015, 2025, 2043",NA
izubuchi_space_2014,Space Battleship Yamato 2199: Star-Voyaging Ark,Yutaka Izubuchi,2014,2199,185,2010,film,science fiction,Q107426372,NA,NA
_star_2014,Star Trek/Planet of the Apes: The Primate Directive,NA,2014,2200,186,2010,prose fiction,crossover fiction,Q1092,NA,NA
swim_decker_2014,Decker,Adult Swim,2014,2075,61,2010,television,sitcom,NA,2070-2080,NA
singer_x-men_2014,X-Men: Days of Future Past,Bryan Singer,2014,2023,9,2010,film,action,NA,NA,NA
burger_divergent_2014,Divergent,Neil Burger,2014,3079,1065,2010,film,dystopian,NA,NA,NA
padilha_robocop_2014,RoboCop,José Padilha,2014,2028,14,2010,film,action,Q1033152,NA,NA
munk_tidsrejsen_2014,Tidsrejsen,Kaspar Munk,2014,2044,30,2010,television,Nordic Christmas,NA,NA,NA
studios_sunset_2014,Sunset Overdrive,Xbox Game Studios,2014,2027,13,2010,video game,third-person shooter,NA,NA,NA
gibson_peripheral_2014,The Peripheral,William Gibson,2014,2067,53,2010,prose fiction,science fiction,NA,"2032, 2102",NA
eubank_signal_2014,The Signal,William Eubank,2014,2015,1,2010,film,science fiction,NA,NA,NA
hall_convergence_2014,Convergence,Drew Hall,2014,2015,1,2010,film,horror,NA,NA,NA
levy_night_2014,Night at the Museum: Secret of the Tomb,Shawn Levy,2014,2017,3,2010,film,comedy,NA,NA,NA
thomas_veronica_2014,Veronica Mars,Rob Thomas,2014,2016,2,2010,film,crime,NA,NA,NA
moss_bad_2014,Bad Asses,Craig Moss,2014,2016,2,2010,film,action,NA,NA,NA
kawahara_isolator_2014,The Isolator,Reki Kawahara,2014,2019,5,2010,prose fiction,science fiction,NA,NA,NA
walton_my_2014,My Real Children,Jo Walton,2014,2015,1,2010,prose fiction,NA,NA,NA,NA
satō_black_2014,Black Butler,Keiichi Satō,2014,2020,6,2010,film,action,NA,NA,NA
nexon_closers_2014,Closers,Nexon,2014,2020,6,2010,video game,action,NA,NA,NA
trials_ubisoft_2014,Trials Fusion,Ubisoft,2014,2042,28,2010,video game,platormer,NA,NA,NA
lebbon_alien_2014,Alien: Out of the Shadows,Tim Lebbon,2014,2159,145,2010,prose fiction,thriller,Q26996109,NA,NA
lawrence_hunger_2015,The Hunger Games: Mockingjay – Part 2,Francis Lawrence,2015,2093,78,2010,film,science fiction,Q11885031,NA,NA
glukhovsky_metro_2015,Metro 2035,Dmitry Glukhovsky,2015,2035,20,2010,prose fiction,post-apocalyptic,NA,NA,NA
kise_ghost_2015,Ghost in the Shell: Arise,Kazuchika Kise,2015,2027,12,2010,prose fiction,science fiction anime and manga,NA,NA,NA
pink_hot_2015,Hot Tub Time Machine 2,Steve Pink,2015,2025,10,2010,film,comedy,NA,NA,NA
taylor_terminator_2015,Terminator Genisys,Alan Taylor,2015,2017,2,2010,film,science fiction,NA,"1984, 2017, 2029","First part of the film takes place in 2027, but a later part of the film is set in 2017 when the Terminator from the 1980s has aged.[16] A new operating system, ""Genisys"", is released worldwide and will eventually evolve into Skynet."
russ_star_2015,Star Trek: Renegades,Tim Russ,2015,2300,285,2010,film,science fiction,Q1092,NA,NA
shyamalan_wayward_2015,Wayward Pines,M. Night Shyamalan,2015,4028,2013,2010,television,science fiction,NA,NA,NA
schwentke_divergent_2015,The Divergent Series: Insurgent,Robert Schwentke,2015,3079,1064,2010,film,action,NA,NA,NA
miller_mad_2015,Mad Max: Fury Road,George Miller,2015,2060,45,2010,film,post-apocalyptic,Q3275141,NA,NA
kartthi_moondraam_2015,Moondraam Ullaga Por,Sugan Kartthi,2015,2025,10,2010,film,dystopian,NA,NA,NA
junior_mission_2015,Mission Force One,Disney Junior,2015,2501,486,2010,television,computer-animated,NA,NA,NA
levine_night_2015,The Night Before,Jonathan Levine,2015,2033,18,2010,film,buddy,NA,NA,NA
matalas_12_2015,12 Monkeys,Terry Matalas,2015,2043,28,2010,television,science fiction,NA,NA,NA
motohiro_psycho-pass_2015,Psycho-Pass: The Movie,Katsuyuki Motohiro,2015,2117,102,2010,film,science fiction,NA,NA,NA
ravikumar_indru_2015,Indru Netru Naalai,R. Ravikumar,2015,2065,50,2010,film,romantic comedy,NA,NA,NA
le_juarez_2015,Juarez 2045,Chris Le,2015,2045,30,2010,film,science fiction,NA,NA,NA
zhangke_mountains_2015,Mountains May Depart,Jia Zhangke,2015,2025,10,2010,film,drama,NA,NA,NA
buecker_dreams_2015,"""Dreams Come True"" (from the series finale of Glee)",Bradley Buecker,2015,2020,5,2010,television,tv series episode,Q152178,NA,"In a flashforward to the 2020 United States presidential election, Geraldo Rivera congratulates Sue Sylvester for winning reelection as Vice President of the United States under Jeb Bush as she states her intent to run for president in 2024."
publishing_call_2015,Call of Duty: Black Ops III,Activision Publishing,2015,2065,50,2010,video game,first-person shooter,Q192156,NA,NA
abbess_infini_2015,Infini,Shane Abbess,2015,2200,185,2010,film,horror,NA,NA,NA
d.w._hive_2015,Hive Propolis,Daniel D.W.,2015,2032,17,2010,prose fiction,novel,NA,NA,NA
borenstein_minority_2015,Minority Report,Max Borenstein,2015,2065,50,2010,television,science fiction,NA,NA,NA
shibasaki_kamen_2015,Kamen Rider Drive: Surprise Future,Takayuki Shibasaki,2015,2035,20,2010,film,NA,NA,NA,NA
whithouse_under_2015,Under the Lake,Toby Whithouse,2015,2119,104,2010,television,NA,Q34316,NA,NA
whithouse_before_2015,Before the Flood,Toby Whithouse,2015,2199,184,2010,prose fiction,NA,NA,NA,NA
gatiss_sleep_2015,Sleep No More,Mark Gatiss,2015,3700,1685,2010,television,found footage,Q34316,NA,NA
bent_hell_2015,Hell Bent,Hell Bent,2015,4500002000,4499999985,2010,television,NA,Q34316,7th millennium or beyond,NA
moffat_husbands_2015,The Husbands of River Song,Steven Moffat,2015,5343,3328,2010,prose fiction,NA,NA,NA,NA
greer_twilight's_2015,Twilight's Last Gleaming,John Michael Greer,2015,2026,11,2010,prose fiction,speculative/fantastic,NA,2024-2027,NA
sansal_2084_2015,2084: The End of the World,Boualem Sansal,2015,2084,69,2010,prose fiction,science fiction,NA,NA,NA
publishing_spectrum_2015,The Spectrum War,IDW Publishing,2015,2200,185,2010,prose fiction,science fiction,NA,NA,NA
morris_oceanus_2015,Oceanus: Act One,Jeffrey Morris,2015,2029,14,2010,film,science fiction,NA,NA,NA
remender_tokyo_2015,Tokyo Ghost,Rick Remender,2015,2089,74,2010,prose fiction,NA,NA,NA,NA
netflix_ressha_2015,Ressha Sentai ToQGer: Super ToQ 7gou of Dreams,Netflix,2015,2025,10,2010,film,NA,NA,NA,NA
nintendo_xenoblade_2015,Xenoblade Chronicles X,Nintendo,2015,2055,40,2010,video game,action,NA,"2054, 2056",NA
scott_martian_2015,The Martian,Ridley Scott,2015,2035,20,2010,film,science fiction,NA,NA,NA
houellebecq_soumission_2015,Soumission,Michel Houellebecq,2015,2022,7,2010,prose fiction,dystopian,NA,NA,NA
mitani_galaxy_2015,Galaxy Turnpike,Kōki Mitani,2015,2265,250,2010,film,science fiction,NA,NA,NA
goldsman_childhood's_2015,Childhood's End,Akiva Goldsman,2015,2037,22,2010,television,television series based on a novel,NA,"2016, 2035-2039",NA
kit_ten_2015,Ten Years,Au Man Kit,2015,2025,10,2010,film,anthology,NA,NA,NA
trefgarne_narcopolis_2015,Narcopolis,Justin Trefgarne,2015,2044,29,2010,film,dystopian,NA,NA,NA
cawthon_five_2015,Five Nights at Freddy's 3,Scott Cawthon,2015,2023,8,2010,video game,survival horror,NA,NA,"The action takes place 30 years after the events of the first part of Five Nights at Freddy's (it is believed that the action of the first part of the game was around 1993). In the third part of the game, there are technologies for repelling and detecting animatronics."""
